# The index has the following fields:
#
#   ID: A unique id of the form 01234.567 that identifies a model 
#       01234 is unique for each combination of (Protein, Species), and 567 is unique 
#       for each combination of (Experiment, Experiment Details, Model ID),
#       In other words, 01234 identifies the protein 'version', whereas 567 identifies 
#       the model 'version' for that protein version.
#   Protein: The protein name, e.g. RBFOX1.
#   Type: Indicates whether the protein is considered an RBP, a TF, etc.
#   Species: The species name, e.g. Homo sapiens.
#   Family: The protein family, e.g. Homeodomain.
#   Class: The protein structural class, e.g. Zinc-coordinating.
#   Experiment: The technology used to measure the training data, e.g. ChIP-seq, HT-SELEX.
#   Experiment Details: A list of strings that describe how the experiment was configured,
#                       e.g. ["Cell Line=K562","Lab=Stanford"]
#   Model ID: A number/string that can be used to identify this model as distinct from 
#             other models for the same (Protein, Species, Experiment, Experiment Details),
#             e.g. if a new, better model was trained and therefore needs a new version ID.
#   Comments: 
#
#
ID	Protein	Type	Species	Family	Class	Experiment	Experiment Details	Model	Cite	Labels	Path	Comment
D00686.002	TFE3	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TACCGT20NTA','Cycle=3','Batch=Q']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/TFE3_DBD_TACCGT20NTA_3_Q	
D00686.003	TFE3	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TACCGT20NTA','Cycle=4','Batch=Q']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TFE3_DBD_TACCGT20NTA_4_Q	
D00686.004	TFE3	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TACCGT20NTA','Cycle=5','Batch=Q']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TFE3_DBD_TACCGT20NTA_5_Q	
D00687.001	TFEB	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TAGTTT20NCG','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/TFEB_FL_TAGTTT20NCG_2_W	
D00687.002	TFEB	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TAGTTT20NCG','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TFEB_FL_TAGTTT20NCG_3_W	
D00687.003	TFEB	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TAGTTT20NCG','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TFEB_FL_TAGTTT20NCG_4_W	
D00688.001	TFEC	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TAGTGG20NGTT','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TFEC_DBD_TAGTGG20NGTT_2_AF	
D00688.002	TFEC	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TAGTGG20NGTT','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/TFEC_DBD_TAGTGG20NGTT_3_AF	
D00688.003	TFEC	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TAGTGG20NGTT','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/TFEC_DBD_TAGTGG20NGTT_4_AF	
D00689.001	TGIF1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGGG20NGGG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TGIF1_DBD_TATGGG20NGGG_2_Y	
D00689.002	TGIF1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGGG20NGGG','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TGIF1_DBD_TATGGG20NGGG_3_Y	
D00689.003	TGIF1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGGG20NGGG','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/TGIF1_DBD_TATGGG20NGGG_4_Y	
D00690.001	TGIF2LX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGATAA20NATA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TGIF2LX_FL_TGATAA20NATA_2_AE	
D00690.002	TGIF2LX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGATAA20NATA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TGIF2LX_FL_TGATAA20NATA_3_AE	
D00690.003	TGIF2LX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGATAA20NATA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/TGIF2LX_FL_TGATAA20NATA_4_AE	
D00691.001	TGIF2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAACG30NCAA','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/TGIF2_DBD_TGAACG30NCAA_2_AI	
D00691.002	TGIF2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAACG30NCAA','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/TGIF2_DBD_TGAACG30NCAA_3_AI	
D00691.003	TGIF2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAACG30NCAA','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TGIF2_DBD_TGAACG30NCAA_4_AI	
D00691.004	TGIF2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAACG30NCAA','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TGIF2_DBD_TGAACG30NCAA_5_AI	
D00691.005	TGIF2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAACG30NCAA','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TGIF2_DBD_TGAACG30NCAA_6_AI	
D00692.001	THRA	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCGGCC40NCGT','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/THRA_FL_TCGGCC40NCGT_2_AI	
D00692.002	THRA	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCGGCC40NCGT','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/THRA_FL_TCGGCC40NCGT_3_AI	
D00692.003	THRA	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCGGCC40NCGT','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/THRA_FL_TCGGCC40NCGT_4_AI	
D00692.004	THRA	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCGGCC40NCGT','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/THRA_FL_TCGGCC40NCGT_5_AI	
D00692.005	THRA	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCGGCC40NCGT','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/THRA_FL_TCGGCC40NCGT_6_AI	
D00693.001	THRB	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGGCAA30NACT','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/THRB_DBD_TGGCAA30NACT_2_AI	
D00693.002	THRB	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGGCAA30NACT','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/THRB_DBD_TGGCAA30NACT_3_AI	
D00693.003	THRB	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGGCAA30NACT','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/THRB_DBD_TGGCAA30NACT_4_AI	
D00693.004	THRB	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGGCAA30NACT','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/THRB_DBD_TGGCAA30NACT_5_AI	
D00693.005	THRB	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGGCAA30NACT','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/THRB_DBD_TGGCAA30NACT_6_AI	
D00694.001	Tp53	TF	Mus Musculus	p53		SELEX	['CloneType=DBD','Primer=TCGGGG20NGGT','Cycle=2','Batch=AK']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Tp53_DBD_TCGGGG20NGGT_2_AK	
D00694.002	Tp53	TF	Mus Musculus	p53		SELEX	['CloneType=DBD','Primer=TCGGGG20NGGT','Cycle=3','Batch=AK']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Tp53_DBD_TCGGGG20NGGT_3_AK	
D00694.003	Tp53	TF	Mus Musculus	p53		SELEX	['CloneType=DBD','Primer=TCGGGG20NGGT','Cycle=4','Batch=AK']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Tp53_DBD_TCGGGG20NGGT_4_AK	
D00695.001	TP63	TF	Homo sapiens	p53		SELEX	['CloneType=DBD','Primer=TTCCTT20NGA','Cycle=2','Batch=R']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TP63_DBD_TTCCTT20NGA_2_R	
D00695.002	TP63	TF	Homo sapiens	p53		SELEX	['CloneType=DBD','Primer=TTCCTT20NGA','Cycle=3','Batch=R']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/TP63_DBD_TTCCTT20NGA_3_R	
D00695.003	TP63	TF	Homo sapiens	p53		SELEX	['CloneType=DBD','Primer=TTCCTT20NGA','Cycle=4','Batch=R']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TP63_DBD_TTCCTT20NGA_4_R	
D00695.004	TP63	TF	Homo sapiens	p53		SELEX	['CloneType=DBD','Primer=TTCCTT20NGA','Cycle=5','Batch=R']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/TP63_DBD_TTCCTT20NGA_5_R	
D00696.001	Tp73	TF	Mus Musculus	p53		SELEX	['CloneType=DBD','Primer=TACCGT40NGCC','Cycle=2','Batch=AK']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Tp73_DBD_TACCGT40NGCC_2_AK	
D00696.002	Tp73	TF	Mus Musculus	p53		SELEX	['CloneType=DBD','Primer=TACCGT40NGCC','Cycle=3','Batch=AK']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Tp73_DBD_TACCGT40NGCC_3_AK	
D00696.003	Tp73	TF	Mus Musculus	p53		SELEX	['CloneType=DBD','Primer=TACCGT40NGCC','Cycle=4','Batch=AK']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Tp73_DBD_TACCGT40NGCC_4_AK	
D00697.001	T	TF	Homo sapiens	T-box		SELEX	['CloneType=FL','Primer=TGGGCG20NCGT','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/T_FL_TGGGCG20NCGT_2_W	
D00697.002	T	TF	Homo sapiens	T-box		SELEX	['CloneType=FL','Primer=TGGGCG20NCGT','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/T_FL_TGGGCG20NCGT_3_W	
D00697.003	T	TF	Homo sapiens	T-box		SELEX	['CloneType=FL','Primer=TGGGCG20NCGT','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/T_FL_TGGGCG20NCGT_4_W	
D00698.001	UNCX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCAAG20NGA','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/UNCX_DBD_TGCAAG20NGA_2_AF	
D00698.002	UNCX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCAAG20NGA','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/UNCX_DBD_TGCAAG20NGA_3_AF	
D00698.003	UNCX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCAAG20NGA','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/UNCX_DBD_TGCAAG20NGA_4_AF	
D00699.001	Uncx	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGAGC20NCG','Cycle=2','Batch=P']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Uncx_DBD_TGGAGC20NCG_2_P	
D00699.002	Uncx	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGAGC20NCG','Cycle=3','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Uncx_DBD_TGGAGC20NCG_3_P	
D00699.003	Uncx	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGAGC20NCG','Cycle=4','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Uncx_DBD_TGGAGC20NCG_4_P	
D00699.004	Uncx	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGAGC20NCG','Cycle=5','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Uncx_DBD_TGGAGC20NCG_5_P	
D00700.001	USF1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGACGA20NGCA','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/USF1_DBD_TGACGA20NGCA_2_Z	
D00700.002	USF1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGACGA20NGCA','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/USF1_DBD_TGACGA20NGCA_3_Z	
D00700.003	USF1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGACGA20NGCA','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/USF1_DBD_TGACGA20NGCA_4_Z	
D00701.001	VAX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCCAT20NACC','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/VAX1_DBD_TGCCAT20NACC_2_Z	
D00701.002	VAX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCCAT20NACC','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VAX1_DBD_TGCCAT20NACC_3_Z	
D00701.003	VAX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCCAT20NACC','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VAX1_DBD_TGCCAT20NACC_4_Z	
D00702.001	VAX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGTAG20NATT','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/VAX2_DBD_TGGTAG20NATT_2_AF	
D00702.002	VAX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGTAG20NATT','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/VAX2_DBD_TGGTAG20NATT_3_AF	
D00702.003	VAX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGTAG20NATT','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VAX2_DBD_TGGTAG20NATT_4_AF	
D00703.001	Vdr	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCCGCA20NCG','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Vdr_DBD_TCCGCA20NCG_2_Z	
D00703.002	Vdr	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCCGCA20NCG','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Vdr_DBD_TCCGCA20NCG_3_Z	
D00703.003	Vdr	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCCGCA20NCG','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Vdr_DBD_TCCGCA20NCG_4_Z	
D00704.001	VDR	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TATTGT20NCG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/VDR_FL_TATTGT20NCG_2_AC	
D00704.002	VDR	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TATTGT20NCG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/VDR_FL_TATTGT20NCG_3_AC	
D00704.003	VDR	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TATTGT20NCG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VDR_FL_TATTGT20NCG_4_AC	
D00705.001	VENTX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAAGT30NGAA','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VENTX_DBD_TGAAGT30NGAA_2_AI	
D00705.002	VENTX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAAGT30NGAA','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VENTX_DBD_TGAAGT30NGAA_3_AI	
D00705.003	VENTX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAAGT30NGAA','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/VENTX_DBD_TGAAGT30NGAA_4_AI	
D00705.004	VENTX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAAGT30NGAA','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VENTX_DBD_TGAAGT30NGAA_5_AI	
D00705.005	VENTX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAAGT30NGAA','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VENTX_DBD_TGAAGT30NGAA_6_AI	
D00706.001	Vsx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCAGA20NCG','Cycle=2','Batch=P']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Vsx1_DBD_TGCAGA20NCG_2_P	
D00706.002	Vsx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCAGA20NCG','Cycle=3','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Vsx1_DBD_TGCAGA20NCG_3_P	
D00706.003	Vsx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCAGA20NCG','Cycle=4','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Vsx1_DBD_TGCAGA20NCG_4_P	
D00706.004	Vsx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCAGA20NCG','Cycle=5','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Vsx1_DBD_TGCAGA20NCG_5_P	
D00707.001	VSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGTTC20NTTT','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/VSX1_DBD_TGGTTC20NTTT_2_Z	
D00707.002	VSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGTTC20NTTT','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VSX1_DBD_TGGTTC20NTTT_3_Z	
D00707.003	VSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGGTTC20NTTT','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VSX1_DBD_TGGTTC20NTTT_4_Z	
D00707.004	VSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TCGGGG20NGGT','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/VSX1_FL_TCGGGG20NGGT_2_AE	
D00707.005	VSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TCGGGG20NGGT','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/VSX1_FL_TCGGGG20NGGT_3_AE	
D00707.006	VSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TCGGGG20NGGT','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VSX1_FL_TCGGGG20NGGT_4_AE	
D00708.001	VSX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTCCC20NCCG','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/VSX2_DBD_TCTCCC20NCCG_2_Z	
D00708.002	VSX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTCCC20NCCG','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VSX2_DBD_TCTCCC20NCCG_3_Z	
D00708.003	VSX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTCCC20NCCG','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/VSX2_DBD_TCTCCC20NCCG_4_Z	
D00709.001	XBP1	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGTTCA20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/XBP1_DBD_TGTTCA20NGA_2_AC	
D00709.002	XBP1	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGTTCA20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/XBP1_DBD_TGTTCA20NGA_3_AC	
D00709.003	XBP1	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGTTCA20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/XBP1_DBD_TGTTCA20NGA_4_AC	
D00710.001	YY1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCCGGC20NCG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/YY1_FL_TCCGGC20NCG_2_AC	
D00710.002	YY1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCCGGC20NCG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/YY1_FL_TCCGGC20NCG_3_AC	
D00710.003	YY1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCCGGC20NCG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/YY1_FL_TCCGGC20NCG_4_AC	
D00711.001	YY2	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCTTTC20NTTG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/YY2_DBD_TCTTTC20NTTG_2_Y	
D00711.002	YY2	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCTTTC20NTTG','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/YY2_DBD_TCTTTC20NTTG_3_Y	
D00711.003	YY2	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCTTTC20NTTG','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/YY2_DBD_TCTTTC20NTTG_4_Y	
D00711.004	YY2	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGAGCA20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/YY2_FL_TGAGCA20NGA_2_AE	
D00711.005	YY2	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGAGCA20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/YY2_FL_TGAGCA20NGA_3_AE	
D00711.006	YY2	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGAGCA20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/YY2_FL_TGAGCA20NGA_4_AE	
D00712.001	ZBED1	TF	Homo sapiens			SELEX	['CloneType=DBD','Primer=TAATAG20NCG','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBED1_DBD_TAATAG20NCG_2_W	
